cycle_number,capacity,max_temp,min_voltage,mean_current,C1,C2,C3,C4,RUL,stress_level
1,1.8564874208181568,38.98218133148803,2.612467347907089,-1.8187019641679727,-2.538596015794883e-05,0.010483694170548,-0.7177307781351717,95.20367150654656,447,low
3,1.846327249719927,39.03339796678704,2.587208728940726,-1.817559850661287,-2.398344721099117e-05,0.0104765937873384,-0.680329692142395,94.6823010876465,445,low
5,1.835349194223408,38.81879668981741,2.65191689384378,-1.816486541884096,-2.372253443884778e-05,0.0105292533088432,-0.7028905832978506,94.19366603208124,443,low
7,1.8352625275821128,38.7623045063458,2.592947964776547,-1.8255891938692528,-2.189023960424478e-05,0.0105723042266563,-0.6036558396720549,93.6398765304784,441,low
9,1.8346455082120416,38.66539257343368,2.547419651124539,-1.8261139590277584,-2.268219106764225e-05,0.0105870868152191,-0.6954102616781666,93.6884465844294,439,low
11,1.8356616600675493,38.75169504640032,2.5209480504077413,-1.8168108743168805,-2.190039532463059e-05,0.0105426988400249,-0.611229301849192,94.14616512577513,437,low
13,1.8351461429226603,38.8207012322275,2.487927319492314,-1.816791144707133,-2.485704271574279e-05,0.0106088108042052,-0.7060687692829665,94.200711925952,435,low
15,1.8257567905665533,38.51713023385634,2.665204904745877,-1.844341212075406,-2.9170800723162705e-05,0.0106737056071855,-0.7868256235249512,92.25125969546112,433,medium
17,1.8247738529891333,38.526267904657,2.603858472633368,-1.853972745505648,-2.4865346156858484e-05,0.0107589218558176,-0.6952630417235248,91.68166574503223,431,low
19,1.824613268496936,38.52698128472781,2.552853984885676,-1.853589933851096,-2.455555162393946e-05,0.0106970173137797,-0.6745471011897435,91.679206947994,429,low
21,1.8246195526864504,38.54143406601644,2.472448301852732,-1.863380178294828,-2.3363369975175665e-05,0.0107149118579919,-0.671550454022542,91.18027665304987,427,low
24,1.814201935767392,38.52197451768004,2.64956413267546,-1.872968810287894,-2.559617743162253e-05,0.010774534138149,-0.6769538739798717,90.18288605602808,424,low
26,1.8137521577549047,38.582485834057856,2.5724981777366227,-1.8826095043160835,-2.5755290492039182e-05,0.0108126609828471,-0.6370656143616586,89.66071267737759,422,low
28,1.8134404914735824,38.52029413487392,2.5249886697730286,-1.882536787636365,-2.7127985245117312e-05,0.0108075810848459,-0.6898193964591104,89.69339681146661,420,medium
30,1.8025980036306504,38.21358592965045,2.694621861688723,-1.8817935155260213,-2.3795526496580245e-05,0.0108386877373297,-0.6038445964141802,89.1382370415804,418,low
32,1.80210690024615,38.1983618706913,2.64010141737067,-1.8921861285036712,-2.5939024362175624e-05,0.0108589038869023,-0.6616756513190145,88.67005014347731,416,low
34,1.802579500826209,38.31926916027133,2.573903509838096,-1.9027629207037409,-2.637659135621892e-05,0.0108993514654197,-0.6658636289455601,88.18004510577113,414,low
36,1.8030683142834096,38.4787542519308,2.4942396831720126,-1.913347060582244,-2.405863642072489e-05,0.0109490145509444,-0.6087997355076044,87.64267754097024,412,low
38,1.802777624719604,38.54659017774874,2.4556793246645583,-1.9131602105481536,-2.694965454981976e-05,0.0109201600609723,-0.6648211466789391,87.67220934773408,410,low
41,1.8470259949329195,38.44749852224995,2.632142800798914,-1.8553455745575973,-2.4865976464166e-05,0.0106452107448062,-0.6801088472013299,92.6697098992292,407,low
45,1.847417311283644,38.992275791716615,2.5027764692056795,-1.8746995273150973,-2.154245269380644e-05,0.0106872709600287,-0.582431131984778,91.62999991697112,403,low
49,1.8361774213478947,38.51424197364312,2.617507742871704,-1.873827212788385,-2.7443013069236592e-05,0.0107118374769493,-0.7106999374503903,91.20121396333644,399,medium
53,1.825780747577624,38.165816144899125,2.694074478000972,-1.883193546754683,-2.9044758996251027e-05,0.0107208954122779,-0.8185422071914762,90.2732168206353,395,medium
57,1.8251136435078368,38.16526203587147,2.6237674644021887,-1.873239184822504,-2.689057598369486e-05,0.0107816572148986,-0.6861758226946424,90.68939187777048,391,low
61,1.825581504220376,38.27549578575718,2.5010798299873738,-1.9139593751505897,-2.212020108931288e-05,0.0108886059842894,-0.6048365514824351,88.64237140018635,387,low
65,1.814031127508391,37.98216079918311,2.68499881852498,-1.9030532722310995,-2.326201258653866e-05,0.0108604277489398,-0.6235751737897013,88.65485404466912,383,low
69,1.8147691941158937,38.11100191887773,2.547109116468133,-1.913459074224792,-3.004191262618513e-05,0.0108711704997152,-0.7248173588208032,88.19801887842259,379,medium
73,1.813969388710352,38.18831137948753,2.471314764334132,-1.913620909902553,-2.3963145091033905e-05,0.0109079914141485,-0.583283264899901,88.13307252522083,375,low
77,1.802765665167823,37.99854111908584,2.6613903306108773,-1.902581974571906,-2.891147441199624e-05,0.0109009839129353,-0.67838016655152,88.1767004860199,371,medium
81,1.804077040117352,38.194201649765226,2.541762355407921,-1.9130621638638965,-3.0727267855534064e-05,0.0109120972196062,-0.73964685196234,87.72672019395539,367,medium
85,1.8518025516704488,38.45796400011448,2.628919415830567,-1.920618117118412,3.731980588995672e-05,0.0150380663859301,1.3764713107247968,182.76130781923075,363,high
89,1.8307038456739428,38.49126351534004,2.6312552691827045,-1.9298830859597569,3.809582501658051e-05,0.0151738113252508,1.3755406738419709,179.7347141386277,359,high
93,1.8199041089501269,38.31473393357882,2.654880745360911,-1.929300528480541,4.102631228478415e-05,0.0151746414633363,1.5013114648763366,178.90739220803889,355,high
97,1.809307963702852,37.861934640176806,2.6749688422803803,-1.923330987770314,3.339600834970645e-05,0.0152244117812712,1.2168161104308586,178.0856094062975,351,medium
101,1.80460990458052,37.90665575786083,2.6159705726789904,-1.9284469980320087,4.139627171665384e-05,0.0152631405304568,1.4864297170544123,177.40388223872768,347,high
105,1.7993770651972192,38.34003238560517,2.658447162110498,-1.9231439161693824,3.698274022727418e-05,0.0152496209241989,1.2721148463021184,177.12910837958452,343,high
109,1.7884432335370462,38.0745950590744,2.697942608427116,-1.917014964043808,3.2570660060102714e-05,0.0153398856217782,1.1474958210266517,176.52042115051646,339,medium
113,1.7829230484252725,38.07252758016199,2.6617272246516333,-1.922048805055383,3.219399175478866e-05,0.0153383830660209,1.0926468342915094,175.4626170757212,335,medium
117,1.7730337158018288,37.80133585100446,2.699288287625812,-1.916230282154988,3.4195834155008454e-05,0.0154032780326781,1.1833436879643329,175.053414005118,331,medium
121,1.773037755078937,38.39873985476869,2.612793240883853,-1.9220800182578983,2.8601409440598223e-05,0.0151942749094075,1.0284931435396212,174.37205057505662,327,medium
125,1.7678721106662054,38.74929237918251,2.6637064901468075,-1.916241789031196,3.017824315011145e-05,0.015304022313748,1.023756090333494,174.38208170554617,323,medium
129,1.762315070409309,38.87275464755104,2.6668454289754746,-1.915880982351776,2.245945649242327e-05,0.0153002241661613,0.7537342884935061,173.675230100783,319,low
133,1.7676172924938447,38.503541429116005,2.684431051981017,-1.911440626575304,-3.1813567909012726e-05,0.0110585193255422,-0.7482724783730684,86.22977851219271,315,medium
135,1.762668359743147,38.27009094548294,2.645224362345869,-1.915816699754416,3.8668121516258776e-05,0.0154275920975966,1.308137234715887,174.15605166478997,313,high
139,1.7517304870664143,38.11684755251712,2.6603527244917,-1.9151304155635367,3.024254416032503e-05,0.0153651524211539,1.026928748696781,172.90331530050597,309,medium
143,1.7418496047960008,38.04152715355532,2.6926849789916263,-1.914848578439364,2.919306160576008e-05,0.0153575013153925,0.9371360771053132,171.81473555612192,305,medium
147,1.7360913511847138,38.17980302242767,2.670544734728978,-1.9144128654409127,2.833859319888852e-05,0.0154352697460509,0.9104191081971436,171.30634472227462,301,medium
149,1.7936240148573608,40.71218198711114,2.605158060541757,-1.9388813849818085,3.548866935979876e-05,0.0153847555387483,1.221527931875975,175.0932143798161,299,high
153,1.7831890223273277,39.88526123315293,2.672012007453096,-1.927509725704535,3.9499853370622325e-05,0.0154234062396846,1.4429459899348005,175.3530472401592,295,high
157,1.7673642076278957,39.18287352945846,2.674271233724938,-1.9267185977839405,4.134266048030264e-05,0.0154006260798565,1.4141558410875068,173.8218122152685,291,high
161,1.7570177850353066,38.95156480403077,2.6309416727017187,-1.9261308349663744,2.6917692570512875e-05,0.0152433256167165,0.9551612657059856,172.33236039569752,287,low
165,1.7468706179837907,38.607510759873634,2.6629725743154204,-1.9202346781375208,2.543019390970073e-05,0.0152877511566928,0.8609751784559792,171.74424432843503,283,low
169,1.7417172507457144,38.920359903369054,2.612942119873717,-1.9201011498853635,2.5196541844582373e-05,0.0153917390502369,0.9124099679215092,171.29690429075632,279,low
173,1.7364225056478186,39.23273115358871,2.615719844266148,-1.9144278105456467,2.6660037356234675e-05,0.0153988308830961,0.909490856095824,171.28438245795087,275,low
177,1.7263217239235826,38.9649270684008,2.6287695472774453,-1.908340706503589,3.5572969666450044e-05,0.0153111942560253,1.1414583816175694,171.00409834638435,271,high
181,1.7158065389330133,38.83927283461771,2.6655106679421823,-1.902207182631691,2.724503652673299e-05,0.0154200523780032,0.8993379319631448,170.28092068409293,267,medium
185,1.710533351135192,38.82796377704433,2.650495153350403,-1.9020484449938715,2.402265420298876e-05,0.0154242896513796,0.8274147052839285,169.73445112775647,263,low
189,1.706014499648521,39.14007944734004,2.643236235233877,-1.8964907679062355,3.2617481188996624e-05,0.0153707791365204,1.2017597417990424,170.071360496001,259,medium
193,1.7003110272642588,39.349611598028886,2.656450207001938,-1.895971437908019,2.776136165306184e-05,0.0155599025439475,0.9529449302123514,169.32875194666323,255,medium
197,1.6945798601797897,39.29444535878087,2.626177688152069,-1.889964879983928,3.0339100485376187e-05,0.0154615675518865,1.0280363634808405,169.39353784962918,251,medium
201,1.6849029086609286,39.10487658009542,2.6582230344240045,-1.889370382442051,3.150423411015948e-05,0.0156410182237599,0.9937620293472847,167.94651767098972,247,medium
205,1.6744741591159715,39.0462609369598,2.695100237338448,-1.8776883243431417,3.285125041819552e-05,0.0154564549281484,1.059641976201697,168.42421354689552,243,medium
209,1.6745692479879102,39.398032192832,2.639091813583503,-1.883106598669776,2.521282269203467e-05,0.0156042607247072,0.8787745249293036,167.67700627087996,239,low
213,1.663716375981405,39.10678394120843,2.6857210282450983,-1.876359921441716,3.766689242652713e-05,0.0155264257130098,1.1869031534127692,167.56292057127536,235,high
215,1.659013868748246,39.44448954135193,2.69017866510873,-1.870955026010444,2.9415755831434897e-05,0.0156445106280415,0.8998180086967635,167.29083224204524,233,medium
219,1.6538540573335014,39.509602016775695,2.639895313359579,-1.8705599868289544,3.253701778277833e-05,0.0155877628222624,1.0578597682189028,166.91564121636867,229,medium
223,1.642653782130131,39.33486536224533,2.68991452927918,-1.8640049795794804,3.3740224902975894e-05,0.0156433472052043,1.0596247972302704,166.43835992285543,225,medium
227,1.6378578430223698,39.43723270017243,2.65935818848874,-1.8636932149873204,3.137302343498999e-05,0.0156271206537269,1.0211989002395605,165.89926524584305,221,medium
231,1.6327350407099108,39.51375235624076,2.6657030585650423,-1.857820396301907,3.490183356498729e-05,0.0157249546211941,1.1370542045877716,165.99884573369752,217,medium
235,1.6277528915533617,39.60170302810528,2.642986759012803,-1.8572160981955343,2.51831404131718e-05,0.0156378079912168,0.8646597990467839,165.25665011985453,213,low
239,1.622125485521159,39.68746359758208,2.631116911889304,-1.8568340008006827,3.149362222636058e-05,0.0157238515029012,0.9961016690044826,164.86808912145386,209,medium
243,1.6113256603765849,39.53535075538898,2.696157404617167,-1.8448886500218813,2.518204531799269e-05,0.0156389563070477,0.8743218681419942,164.7631359155809,205,low
247,1.6065631397488385,39.6502371632164,2.6667596238241567,-1.8444180038305809,2.594301479246565e-05,0.0156619029566998,0.7141917759027608,164.1498981167395,201,low
251,1.6015142233917594,39.69929058154853,2.6403185448373043,-1.843879038983512,3.075966777180631e-05,0.0157651755828374,0.9277873819312334,163.79507146900033,197,medium
255,1.590369231400328,39.56076309770468,2.69892986372897,-1.83711254029409,3.1289225918426976e-05,0.0156834768489218,1.035823830189964,163.39481346650408,193,medium
259,1.5857889968242211,39.63708096307912,2.6682466504353,-1.831595707598376,2.676700604593567e-05,0.0158525978869278,0.8714885828808185,163.27391245890828,189,low
263,1.5849430707374117,39.43977047692484,2.6479207279724903,-1.8311195242792309,2.376989654170245e-05,0.0157023988916282,0.6716260215095251,163.13367606901377,185,low
265,1.5955263892495937,39.83902225625452,2.6741633856529066,-1.843279976491472,2.8536033112827343e-05,0.015828897063603,0.9018122044749692,163.30106622987518,183,medium
269,1.5747301747801037,39.41794949618613,2.6892528956736257,-1.829798505957538,2.5762910992988506e-05,0.0158182644551694,0.8176785714516155,162.23335472307815,179,low
273,1.5649019950937946,39.262781682151214,2.688809122993162,-1.8236746835609148,3.214620570084621e-05,0.0158617204583236,0.9617620923852518,161.82406026516497,175,medium
277,1.5597659473370362,39.47237839941986,2.6743555987897745,-1.817672077021088,2.9173657925885708e-05,0.0158203073707152,0.8598490058355253,161.72873564124546,171,medium
281,1.5594815668184234,40.03754146951368,2.6430294964336345,-1.8179238657973995,3.493291962876727e-05,0.0157880061713966,1.0690198032611955,161.9403953506067,167,medium
285,1.55468935359061,40.14273016201157,2.6584858447131823,-1.817160673909645,3.0469699238283742e-05,0.0158504985664789,0.95730124265465,161.32221381951592,163,medium
289,1.5488741079890418,40.1165626728546,2.629782173759164,-1.8110297241968545,3.324734663487787e-05,0.0159453085795534,0.9953064065506704,161.34684103932642,159,medium
293,1.538236598942558,39.87503330866132,2.6622967647315545,-1.8094435644526072,3.2084077514838325e-05,0.0159204522941882,0.9543716811852412,160.34008763373097,155,medium
297,1.527914258251028,39.61961987024145,2.682380966742509,-1.8026537331443493,2.998773106540483e-05,0.0158435694296884,0.9041273301417057,159.79932614398598,151,medium
301,1.5285252629756445,40.067324667444815,2.640189476892272,-1.8031542757366408,3.314032243214573e-05,0.0159768262010861,1.0358984665790334,159.8961828844061,147,medium
305,1.522647325284378,40.24716716520102,2.693769409137257,-1.7965666438696486,2.900540784662585e-05,0.0159529470658769,0.8962897687728762,159.78618924865103,143,medium
309,1.5174859938489869,40.30253125568348,2.695787450704935,-1.7959771394311956,2.8556155088274755e-05,0.0159706331943309,0.8065281444205359,159.206340433583,139,medium
312,1.605818899130659,40.09418103142496,2.6920548172137724,-1.822916991757235,3.5250753214600225e-05,0.0156221888883491,1.0862585103023288,166.45537974095475,136,high
315,1.5638491446744425,40.52238496316615,2.629071246219689,-1.8294275689587536,3.609932770015856e-05,0.0159018457417716,1.03105755336455,161.40441633456987,133,high
319,1.5480915247767786,40.56886357314186,2.631343871050918,-1.816317296828028,3.525164567740705e-05,0.0158748897643705,1.0145180164800944,160.89045735850004,129,high
323,1.5323755631868592,40.27804845768325,2.6983970036642315,-1.8033689952639715,2.888143903314652e-05,0.0158699142627742,0.8168420768253571,160.21416709978715,125,medium
327,1.5269528268489705,40.2921849196155,2.6338485871981514,-1.802670753119494,2.5937875381916425e-05,0.0159438108579384,0.7912501350245605,159.7026857293332,121,low
331,1.5169573017136326,40.184384347174266,2.671566207861818,-1.7958941337499832,3.491756698421614e-05,0.0159394514892135,1.0759944714522174,159.4474056422955,117,medium
335,1.511897596014269,40.320066232195046,2.6540810507928123,-1.795344963527795,2.5456929839776365e-05,0.0159984861862757,0.7449739045202782,158.64025588329588,113,low
339,1.5065638960681105,40.33650561265159,2.656849703962618,-1.7893518988259454,3.049404259299253e-05,0.0159300362040197,0.9939885750015864,158.8469848867595,109,medium
343,1.5015453526671363,40.43267631588412,2.6363048614501152,-1.7883879159763685,2.826903264924384e-05,0.0160194117328532,0.8637426701622064,158.25016805643654,105,medium
347,1.4908444050400238,40.314538591575015,2.69951692300468,-1.7815447770741009,3.1031885177134155e-05,0.0160446591727795,0.9785144297082388,157.8011892576094,101,medium
351,1.485868384561201,40.386661855917744,2.698216006032282,-1.775311564296696,3.24061987458932e-05,0.0160097835577723,0.907605960130797,157.78433932943253,97,medium
355,1.480413677976106,40.43384612547835,2.6911707598773864,-1.7742377662318358,3.0045159176991105e-05,0.016023579960278,0.8996058675633964,157.28078419482256,93,medium
359,1.4752095869031632,40.44479269068758,2.690162319231471,-1.773860289771637,3.71352028214336e-05,0.0160243847770871,1.063630576080724,156.9335543328054,89,high
363,1.4859035988304024,40.58499656066617,2.6355034454892072,-1.7809702419814517,3.405642266401717e-05,0.016119021435453,0.9936176509369692,157.36367537393204,85,medium
366,1.4960918298136696,40.99869158762305,2.6594753656507684,-1.7879098523188452,2.3277098743186768e-05,0.0159582623077576,0.6713143016321999,157.6132651583257,82,low
370,1.4808005946928984,40.997807625227495,2.644554999824577,-1.780229415660985,3.032569733159396e-05,0.016071284002813,0.8985812074275645,156.77377911316043,78,medium
374,1.4697543268466824,40.84213757482493,2.6719601666204564,-1.7731015168894209,2.8495250080663176e-05,0.0160858438781285,0.848910983329245,156.24729210843665,74,medium
378,1.4539012274845928,40.69012464267011,2.6598211033173382,-1.7705879947441516,2.955785640683943e-05,0.0162015859399128,0.9294650767257656,154.54704693005192,70,medium
382,1.454146206723569,40.69938049882204,2.688360455508818,-1.7600629827474803,3.180630651462894e-05,0.0161068650640061,0.9116637954289544,155.80371787109658,66,medium
386,1.455023751906683,41.06026204078849,2.6376728619288525,-1.765575132998529,3.4335006479423066e-05,0.0162035545393833,0.9549848252678668,155.34322132498016,62,medium
390,1.449042163761236,41.19696040482682,2.645120521151077,-1.7588271887545277,3.36860087841687e-05,0.0161686496789162,1.028248210959054,155.39838412717324,58,medium
394,1.4386709371480566,40.84446688602949,2.698012437629632,-1.7516428147438297,3.254382482607327e-05,0.016097416738065,0.955756361404545,154.6185133001055,54,medium
398,1.433445432156979,40.764203830749366,2.692894277298908,-1.7513097768253418,2.5509690613393163e-05,0.0161666322630141,0.784924097389119,154.14828260340175,50,low
402,1.4333958900838095,41.11212504270441,2.648392365505812,-1.7511840784846122,2.9192304936198973e-05,0.0162100867935748,0.8758458962112035,154.27639778941924,46,medium
406,1.42806487344776,41.27256611507568,2.6832134764262,-1.7446206812145286,3.244247024877411e-05,0.0162373074152417,0.9556821774246916,154.34449183195738,42,medium
410,1.4229203181741186,41.15574924454392,2.684960445221862,-1.7436362428649814,3.428051407010078e-05,0.0163242471348405,1.0227296858715498,153.85230511172057,38,medium
414,1.417429032731308,41.03237216951879,2.669922120529456,-1.7425325036061032,3.7364530806938046e-05,0.0162636990622176,1.0784821074369173,153.45233697947083,34,high
418,1.412409228794446,40.937269906716935,2.664105530655056,-1.7419837011363046,3.590821149840864e-05,0.0162309472778682,0.9606953624217814,152.85031979664484,30,high
422,1.412578792940193,41.240704611971786,2.634098605983684,-1.7421680980861822,3.869933150402638e-05,0.0163313723013597,1.127189109660473,153.0112041535157,26,high
426,1.4075983731469897,41.43649987692296,2.68378702970616,-1.735841378420618,3.413293402062794e-05,0.0162485086090863,0.9556483267532512,152.83238247981018,22,medium
430,1.4333920485221476,41.16703904201915,2.660031949282934,-1.7567879869499758,3.584176491847971e-05,0.0163292831819064,1.0369161742345656,153.9007161721696,18,high
432,1.4382550176792908,41.36216559728765,2.650011641082063,-1.7573176114092577,3.44836988125331e-05,0.0162839882863857,0.9731915680776528,154.21742378847375,16,medium
436,1.4173547174485526,41.02198772703674,2.6936969083341418,-1.7427628393326555,3.5307829357217965e-05,0.0162503013833014,0.9683772349295976,153.35230388722346,12,high
440,1.406981663677643,40.78818812957494,2.697073130067154,-1.7352637407600366,3.37674661706921e-05,0.016377183257214,0.8325190243545736,152.74434964048132,8,medium
444,1.4012037783587623,40.81506138506309,2.6806995515145213,-1.7344350518111926,3.3778435081544706e-05,0.0164178416679052,0.911846006790052,152.30697522488177,4,medium
448,1.3967008232726328,40.85837421987642,2.6695398084864568,-1.7280392046289716,3.818745185870503e-05,0.0163253591047231,1.0761803188717456,152.43782583377006,0,high
452,1.391284788852726,40.839876773287166,2.671695307817951,-1.7326888725308258,3.395952741285381e-05,0.0164017771053979,0.8889674584258938,151.29580728497984,0,medium
456,1.3862287677978349,40.85376069244676,2.661289185949965,-1.7260735249920125,3.34843532131285e-05,0.0164054815481234,0.8981917824800729,151.29366340050555,0,medium
460,1.3804366761974138,40.74795214258888,2.667817533540102,-1.7195393742714091,3.608995960062242e-05,0.0164415606194073,0.9889344828260436,151.37631008064312,0,high
464,1.3752364150256224,40.68794001196382,2.684008069130594,-1.7185829844462923,3.3283185837905e-05,0.0164794810103664,0.9457006936958354,150.83721574967268,0,medium
468,1.3705128024895008,40.7810749453613,2.6585256208771644,-1.717672415155695,3.485068278001602e-05,0.0164668429423015,1.012901974703962,150.3971412648021,0,medium
472,1.37050855662704,40.88159339768709,2.6372250579822927,-1.7177080769362936,4.061014538356804e-05,0.0164742061380813,1.1163795076493537,150.49819271620655,0,high
476,1.3647355108681518,40.81191473576834,2.6514257735606432,-1.7109669363015376,3.4431648413355306e-05,0.016457053162639,0.9338757023266522,150.33190785190754,0,medium
480,1.375392016895762,41.11793533148924,2.676384659108382,-1.7184206130755166,3.5873894299871814e-05,0.0164095605557677,1.111968142483614,150.98865223062805,0,high
482,1.3861115151535393,41.248795355864885,2.694913850281781,-1.7260471943596487,3.3772721732960466e-05,0.0163948329467101,0.9150392153892324,151.32884735733663,0,medium
484,1.369850003583894,41.16242984455477,2.697334371630628,-1.712021613408506,4.016960644887561e-05,0.0164579178432452,1.0860572436280875,150.968770270586,0,high
488,1.3647827949260758,41.16437554618679,2.642540259937964,-1.711022510206629,2.6410774241835445e-05,0.0164045020104882,0.7562054315045839,150.19520305019464,0,low
492,1.3543220466259964,40.86421618020504,2.699226257883075,-1.703421414006958,3.736929266850212e-05,0.0165223742266641,0.9604112049029152,149.84089477125883,0,high
496,1.3546417018378962,41.25434553511566,2.676480329780849,-1.703574708739156,3.358015837769529e-05,0.0164753064323748,0.8844803387878186,149.7957784694225,0,medium
500,1.354703921319241,41.45023191903855,2.642142168479886,-1.7034912994217155,3.514747052099479e-05,0.0165382284868741,1.0309811430443283,149.90843498486467,0,high
504,1.349314997503458,41.27708509224051,2.644725254926797,-1.7023383270190764,3.5131972727323595e-05,0.0164986413878511,0.9779879444093166,149.35133412828648,0,high
508,1.3441891937970554,41.06460515498328,2.632270655366611,-1.7014238498912502,3.773505191756619e-05,0.016497652753806,0.9675906494283224,148.85850674108224,0,high
512,1.3389913790695755,40.99284868101728,2.639100611887612,-1.6950436046971955,3.3167625177161846e-05,0.0165596690837584,0.9495588325592528,148.8401964187967,0,medium
516,1.3389145230206971,41.29040553417739,2.637841830893275,-1.695057731610264,2.922383104805786e-05,0.0164936880342269,0.7595627932415668,148.69252523373805,0,medium
520,1.3340066759761655,41.22740227746052,2.668286095904868,-1.6937809113323188,3.5553385058811344e-05,0.016559695886438,0.9817828265927124,148.377977178715,0,high
524,1.3286444309174914,41.04619550953222,2.649019812683856,-1.6869434054016963,3.384168665507309e-05,0.0165088243054724,0.8752937595192221,148.28290810791663,0,medium
528,1.323170899227622,40.85874389007758,2.664058512378051,-1.6860649112944592,3.696387575754552e-05,0.0165925733601442,0.9550089516520334,147.85034178244433,0,high
532,1.3181691588445197,40.79196924883506,2.6883611693898826,-1.6795829780331424,4.2241174019100336e-05,0.0165868441032233,1.153468634097403,148.03602077192372,0,high
536,1.3184664436640334,41.14127834456325,2.6869753836302124,-1.679793840292355,3.217761826673264e-05,0.0165028543505099,0.7945538501702223,147.72054245817515,0,medium
540,1.318293040102702,41.14429319149828,2.6507536817766586,-1.6851739865098712,3.519001753226197e-05,0.016524910720023,0.911220647611206,147.307495093585,0,high
544,1.323872422244268,40.66184230912503,2.664632278910652,-1.686381203630258,2.814193472885032e-05,0.0164973774169801,0.7770293634373414,147.7096520306705,0,medium
547,1.3601216766554785,41.04669454497069,2.6400211837268666,-1.715777469309528,3.0439876029408897e-05,0.0165240185723744,0.8484189013496971,149.23628897339978,0,medium
551,1.3395306867947354,41.0462053156659,2.674198661305034,-1.7007216920098716,3.609549068971804e-05,0.0165865150311494,1.026311503493321,148.40517354552,0,high
555,1.3290286565120697,40.8683026432256,2.696427051131168,-1.6928138295817332,4.046313095528214e-05,0.0166308611651325,1.0953852303843463,147.97687290605947,0,high
559,1.3236741274998955,40.85283588259973,2.692834029769684,-1.6861104874993165,3.4210762463786646e-05,0.0166016415393517,0.9037862756381286,147.8002371542086,0,medium
563,1.318633896753293,40.85270645265791,2.681747855329962,-1.685043785043406,2.779859000630389e-05,0.0165542068043553,0.7715589131160598,147.20987353151,0,medium
567,1.3134751321324272,40.8263251809212,2.696791414385091,-1.678524839793589,2.3663361204741275e-05,0.0164933571462414,0.6494224435939375,147.12876353641192,0,low
571,1.3132020634442203,40.90308836809665,2.664695973142795,-1.6839115230941766,3.632570832516989e-05,0.0166719354941883,1.0114262739129625,146.89710176670224,0,high
575,1.3077959946944353,40.84337405460518,2.679191623358613,-1.6773783325850855,2.966715739593077e-05,0.0165984326084681,0.7946780693197045,146.72590172804308,0,medium
579,1.3030329186405918,40.81792110626284,2.699983457940659,-1.676425373206175,4.2277158424449695e-05,0.016645751335237,1.1594135612964465,146.52678228887677,0,high
583,1.3033573559038203,40.94699384765951,2.666300786624286,-1.67627880896028,3.373046476586793e-05,0.0166587764164622,0.9078631413992878,146.30700852468692,0,medium
587,1.3034100438655642,41.07493805830632,2.630850137384784,-1.6817992883033976,3.80103842156453e-05,0.0166261895633088,1.055982333585561,145.93810199721275,0,high
591,1.2978870806495706,41.02476444658572,2.673348140468748,-1.6750812261110135,3.351340638477579e-05,0.0167095823655578,0.8718096756461506,145.7815263372751,0,medium
595,1.2980735056918902,41.06214198725253,2.632763831012711,-1.675366426273468,4.280019614503004e-05,0.0165799408213456,1.0697294898008651,145.95569835245686,0,high
599,1.293463613844243,40.98366325567302,2.6687371180046218,-1.6744879201095209,3.611359262066638e-05,0.016753075046466,0.9730170172671698,145.36799015365443,0,high
603,1.288003392619118,40.98234242711097,2.696396337945361,-1.6674467270234996,3.9805110300690994e-05,0.0166746712694117,0.9945917758484256,145.38015173103335,0,high
607,1.2874525221379407,41.06375085817118,2.6794834862925194,-1.6674702882406252,3.178538077665872e-05,0.016668669887645,0.7806994897523183,145.19255053825484,0,medium
611,1.3090153642307354,41.047029587744966,2.6787137407179737,-1.6888978346592105,4.2430454168180486e-05,0.0166606951664585,1.177516336703324,146.05435039598328,0,high
613,1.3250793286429356,41.051007697556734,2.655378369801326,-1.6979281889133206,3.860513002645782e-05,0.0166211980033463,1.0622402063087997,146.93902502500433,0,high
